,loss,accuracy
0,3.015779972076416,0.10118576884269714
1,2.5757811069488525,0.16284584999084473
2,2.184406280517578,0.3185770809650421
3,1.6515713930130005,0.4648221433162689
4,1.2830978631973267,0.5976284742355347
5,1.0106825828552246,0.6711462736129761
6,0.8078740835189819,0.731225311756134
7,0.6576706171035767,0.7968379259109497
8,0.4951605498790741,0.8229249119758606
9,0.4452776610851288,0.8418972492218018
10,0.4037170708179474,0.852173924446106
11,0.324178546667099,0.8916996121406555
12,0.31186142563819885,0.8861660361289978
13,0.24370655417442322,0.9169960618019104
14,0.26150643825531006,0.8996047377586365
15,0.21064426004886627,0.9193676114082336
16,0.1765676885843277,0.9422925114631653
17,0.15924027562141418,0.9383399486541748
18,0.18426284193992615,0.9383399486541748
19,0.13052229583263397,0.9501976370811462
